userProvince,name,prosize_col,level,mobile,commtime,comments
湖北,a***5,绿帮加大号XL128片,金牌会员, ,2016-04-11 21:00:47,买了很多次了，觉得还可以
广东,九***舞,绿帮大号L164片,钻石会员,来自京东Android客户端,2016-06-03 20:39:28,还不错的，速度很快，价钱也合适。我很喜欢，下次还会买的，我是托我自豪。哈哈哈
广西,玛***9,绿帮大号L164片,钻石会员, ,2016-06-15 11:33:03,还可以吧 还可以吧 还可以吧 还可以吧 还可以吧
,j***c,绿帮大号L164片,金牌会员, ,2016-06-13 15:10:58,帮宝适纸尿裤，很不错，吸水性强，活动购买很划算。
北京,让***儿,绿帮新生儿NB96片,钻石会员, ,2016-07-05 17:04:53,很好
,j***c,绿帮中号M192片,金牌会员, ,2016-06-13 14:30:46,帮宝适纸尿裤，很不错，吸水性强，活动购买很划算。
河南,4***2,干爽拉拉裤加大码XL72片,金牌会员,来自京东iPhone客户端,2016-06-13 07:49:51,满意！
,j***b,绿帮加大号XL128片,银牌会员,来自京东Android客户端,2016-06-27 22:26:59,很好，下次再买。
河南,4***2,绿帮大号L164片,金牌会员,来自京东iPhone客户端,2016-06-13 07:49:51,满意！
,0***红,干爽拉拉裤加大码XL72片,钻石会员,来自京东Android客户端,2016-07-02 17:53:16,111111111111111没谁啦
广东,c***8,绿帮加大号XL128片,金牌会员,来自京东iPhone客户端,2016-06-02 16:07:21,宝宝一直在用，大品牌值的信赖
广东,厦***婧,干爽拉拉裤加大码XL72片,银牌会员,来自京东Android客户端,2016-06-26 21:14:41,买小了，穿的有点紧，透气性是不是没纸尿裤好，穿了两次宝宝屁股就开始长痱子。
广东,r***g,绿帮加大号XL128片,钻石会员,来自京东iPhone客户端,2016-06-09 22:56:13,东西不错，一直再买着，方便
,j***b,绿帮加大号XL128片,银牌会员,来自京东Android客户端,2016-07-05 15:45:12,一直买这个牌子，下这么大的雨都送过来了，谢谢快递小哥！
广东,r***g,绿帮加大号XL128片,钻石会员,来自京东iPhone客户端,2016-05-07 22:24:42,东西很不错，也方便，一直在买着
,z***Q,绿帮大号L164片,铜牌会员,来自微信购物,2016-06-14 19:45:40,买了很次很好用品质很好
,j***d,干爽拉拉裤大码L84片,铜牌会员,来自京东iPhone客户端,2016-05-16 21:36:43,挺好
上海,开***2,绿帮大号L164片,钻石会员,来自京东Android客户端,2016-07-05 20:20:34,好
,j***d,干爽拉拉裤大码L84片,铜牌会员,来自京东iPhone客户端,2016-06-11 00:53:09,挺好
山西,现***上,干爽拉拉裤大码L84片,钻石会员,来自京东iPhone客户端,2016-06-24 20:07:40,拉拉裤个人感觉不如以前那种好，它不能调节大小
,j***5,绿帮小号S164片,铜牌会员,来自京东Android客户端,2016-06-28 15:12:17,备货中，还没用，看着不错，没拆装，没闻到异味。
,j***^,绿帮大号L164片,银牌会员,来自京东iPhone客户端,2016-05-29 10:36:25,好
福建,j***懒,绿帮大号L164片,银牌会员, ,2016-06-11 19:58:14,主要送货快，东西价格也实惠。
陕西,k***g,绿帮大号L164片,钻石会员,来自京东iPhone客户端,2016-06-19 21:41:21,多次购买，夏天用挺合适的，不厚
四川,t***w,绿帮加大号XL128片,钻石会员, ,2016-06-01 13:15:35,还可以，宝宝一直用这个，没有他们说的红屁屁，不过我家宝宝用什么都不会红屁屁
四川,t***w,绿帮大号L164片,钻石会员, ,2016-06-02 11:29:55,还可以，宝宝一直用这个，没有他们说的红屁屁，不过我家宝宝用什么都不会红屁屁
北京,醉***茶,绿帮大号L164片,钻石会员, ,2016-04-20 17:14:00,大品牌，信得过，一直用这个牌子~
,j***7,绿帮小号S164片,铜牌会员,来自京东Android客户端,2016-07-04 10:26:44,快递速度很快，质量也不错。
,j***1,干爽拉拉裤加加大码XXL50片,金牌会员,来自京东iPhone客户端,2016-07-06 07:40:24,好
,j***l,绿帮中号M192片,铜牌会员,来自京东Android客户端,2016-05-17 17:40:20,不同的店铺不同的价格，同样的东西。
广东,w***a,绿帮大号L164片,钻石会员, ,2016-04-23 08:46:30,买很多次了，是正品，最好包装上不要贴东西，送人不好看
,j***g,绿帮中号M192片,铜牌会员,来自京东Android客户端,2016-05-07 01:26:47,买了几次，第一次评论，很好用，我女儿一直都用它
,小***包,绿帮加大号XL128片,铜牌会员,来自京东iPhone客户端,2016-04-09 15:25:26,好
,Z***Z,干爽拉拉裤大码L84片,银牌会员,来自微信购物,2016-07-05 17:03:59,不错，宝宝一直在用
江苏,无***星,干爽拉拉裤大码L84片,银牌会员,来自京东iPhone客户端,2016-06-18 13:50:45,东西不错、值得购买、京东就是好！
广东,7***明,绿帮新生儿NB96片,银牌会员,来自京东Android客户端,2016-06-15 00:09:56,经济实裏好好好好多少钱
,j***e,干爽拉拉裤加加大码XXL50片,铜牌会员,来自京东Android客户端,2016-06-20 22:53:13,"薄厚适中，宝宝带着刚刚好，没有红pp,物流也很给力，很不错的一次购物哦，下次继续光顾～～～"
湖北,j***2,绿帮中号M192片,金牌会员,来自京东iPhone客户端,2016-04-08 13:19:38,好！
,j***k,绿帮大号L164片,银牌会员,来自京东iPhone客户端,2016-07-04 12:58:42,京东买的东西速度快质量好价格优惠哦
,嗨***茄,绿帮中号M192片,铜牌会员,来自京东Android客户端,2016-06-17 14:25:16,下次还来
,j***士,绿帮大号L164片,银牌会员,来自京东iPhone客户端,2016-05-20 23:11:33,很快到货
,陳***生,绿帮新生儿NB96片,银牌会员,来自京东iPhone客户端,2016-06-27 22:30:23,价格很优惠
,j***1,绿帮中号M192片,铜牌会员,来自京东Android客户端,2016-07-01 00:35:40,快递很给力 服务还不错   一次尿尿就成了一托   有望改进质量
,j***v,绿帮大号L164片,银牌会员,来自京东Android客户端,2016-06-28 23:05:15,我家宝宝一直用你家的，从小号到现在的大号了，一直很满意
广东,e***y,绿帮新生儿NB96片,金牌会员,来自京东iPhone客户端,2016-06-21 14:12:35,宝宝还没出来呢，备货中！
,P***y,干爽拉拉裤大码L84片,金牌会员,来自微信购物,2016-06-04 06:36:57,忘记评价了。用起来还可以。有小吸水因子小颗粒渗出。
,1***p,干爽拉拉裤大码L84片,银牌会员,来自京东iPhone客户端,2016-07-01 12:45:20,里面的东西不一样了，应该是新包装的
上海,刘***龙,绿帮中号M192片,钻石会员,来自京东Android客户端,2016-07-05 21:25:53,巨大的划算。
,rmzlyPsFmdig,绿帮新生儿NB96片,铜牌会员,来自微信购物,2016-06-25 15:00:52,还行一般般
,j***v,绿帮中号M192片,铜牌会员,来自微信购物,2016-06-29 21:29:48,物流很快，商品也很好用
,j***h,干爽拉拉裤大码L84片,铜牌会员,来自手机QQ购物,2016-07-05 08:01:59,不错快递员也快
江苏,j***f,绿帮大号L164片,银牌会员,来自京东iPhone客户端,2016-07-05 10:00:41,比尤妮佳的薄，还没用，听邻居说夏天用挺好才买的
,j***x,绿帮新生儿NB96片,银牌会员,来自京东Android客户端,2016-06-07 22:05:02,一般
广东,e***n,绿帮大号L164片,金牌会员, ,2016-06-17 11:54:21,okokokokokokokokokokokokokokokokokok
广东,静***7,干爽拉拉裤加大码XL72片,银牌会员,来自京东Android客户端,2016-06-10 22:01:18,东西不错。小孩用着很好。还会再买
,落***蕊,干爽拉拉裤加大码XL72片,银牌会员,来自京东Android客户端,2016-05-01 18:12:11,好好
,0***1,绿帮加大号XL128片,金牌会员,来自京东iPhone客户端,2016-04-18 16:13:11,质量好价格实惠 效果也非常好
,7***乡,绿帮新生儿NB96片,银牌会员,来自京东Android客户端,2016-07-04 09:03:56,写的赠品又说没有了，算了，怪自己没看清
,落***蕊,干爽拉拉裤加大码XL72片,银牌会员,来自京东Android客户端,2016-05-27 21:07:22,一直速度都挺快，就是这次明明写的有现货，结果要一个星期才能发货。太伤感
,j***u,绿帮大号L164片,银牌会员,来自京东Android客户端,2016-05-26 22:54:47,不错
,阿***忘,绿帮小号S164片,铜牌会员, ,2016-07-01 16:31:57,发货速度很快，只是收到的商品不大满意，后比没有弹力的，侧比魔术贴的地方有少许弹性，还有就是只撒了一两泡尿就不能用了
,阿***忘,绿帮小号S164片,铜牌会员, ,2016-07-01 16:31:57,发货速度很快，只是收到的商品不大满意，后比没有弹力的，侧比魔术贴的地方有少许弹性，还有就是只撒了一两泡尿就不能用了
广东,j***2,绿帮中号M192片,金牌会员,来自京东Android客户端,2016-06-26 14:17:29,宝贝一直用帮宝适，质量不错，性价比高！比母婴店便宜很多，相信京东自营，快递速度一直都很满意，大爱，以后会继续支持京东自营商品
广东,j***m,干爽拉拉裤大码L84片,钻石会员,来自京东Android客户端,2016-07-04 09:18:09,好(●&deg;u&deg;●)?&nbsp;」便宜。。。。。。
广东,j***m,干爽拉拉裤加大码XL72片,钻石会员,来自京东Android客户端,2016-07-04 09:18:09,好ヽ(?■?■)ノ??
辽宁,石***右,干爽拉拉裤中码M94片,钻石会员,来自京东iPhone客户端,2016-07-02 12:32:39,物美价廉 物美价廉 好用
天津,听***渔,绿帮加大号XL128片,银牌会员,来自京东iPhone客户端,2016-07-05 11:03:06,一直在网上买纸尿裤，不仅价格划算，还能送货到家，速度快！大热天的辛苦快递员了！
,j***a,干爽拉拉裤加大码XL72片,银牌会员, ,2016-07-03 08:41:33,快递给力，价格便宜，信赖京东
,敏***淘,绿帮新生儿NB96片,银牌会员,来自京东Android客户端,2016-05-11 23:11:36,这都是第三包了最主要不会过敏， 价钱也不贵 挺好的 侄女一直在用呢
江苏,d***1,干爽拉拉裤加大码XL72片,金牌会员, ,2016-04-29 10:42:47,宝宝用的，一直用这个牌子，质量还不错的，之前是在搞活动，到厂家买的，这次网上价格也便宜就买了备存。
,j***s,绿帮新生儿NB96片,铜牌会员,来自京东Android客户端,2016-06-19 04:09:12,一直到现在才来评论，尿不湿吸收很好，不会一坨一坨的，也不会红屁屁，性价比很高，值得购买
,s***N,干爽拉拉裤加大码XL72片,铜牌会员,来自微信购物,2016-07-04 20:31:35,比店里便宜好多，服务态度也非常的好。
,j***h,绿帮新生儿NB96片,铜牌会员, ,2016-06-20 13:39:04,不错的纸尿片，促销帮朋友买的，很实惠
广西,m***2,绿帮小号S164片,金牌会员, ,2016-04-15 22:11:34,京东的速度就是不一样
,j***v,绿帮新生儿NB96片,银牌会员,来自京东Android客户端,2016-07-05 22:28:00,一直用这个，昨晚下单，早上就到了，哈哈！
,B***荃,绿帮加大号XL128片,钻石会员,来自京东Android客户端,2016-06-17 13:12:28,便宜，还可以用券。。
河南,飘***6,干爽拉拉裤加大码XL72片,金牌会员,来自京东iPhone客户端,2016-07-05 17:06:16,多次购买了，孩子一直用！
,j***i,绿帮中号M192片,银牌会员,来自京东iPhone客户端,2016-07-02 10:03:40,用了好几箱了，觉得还不错，挺薄的
广东,j***a,绿帮加大号XL128片,银牌会员,来自京东Android客户端,2016-07-05 13:39:12,一直都在用。信赖京东。
,M***m,干爽拉拉裤大码L84片,铜牌会员,来自京东Android客户端,2016-06-21 01:11:36,可以
,j***a,绿帮加大号XL128片,金牌会员,来自京东Android客户端,2016-07-05 13:46:11,一直都是用它。
,j***無,绿帮大号L164片,银牌会员,来自京东Android客户端,2016-06-15 00:38:27,还不错
,1***p,绿帮大号L164片,铜牌会员,来自京东Android客户端,2016-06-30 13:38:12,跟我在实体店买的没区别，但是便宜好多哦，下次还来
广东,荣***贵,绿帮加大号XL128片,钻石会员,来自京东iPhone客户端,2016-07-06 03:52:19,好
湖北,郭***点,干爽拉拉裤加大码XL72片,钻石会员,来自京东iPhone客户端,2016-06-12 13:45:21,送货快方便，东西实惠不错
广东,蛙***虾,干爽拉拉裤大码L84片,金牌会员, ,2016-05-14 07:58:06,一直在用 质量还行
广东,蛙***虾,绿帮大号L164片,金牌会员, ,2016-05-14 07:56:50,一直在用 质量还行
河南,j***3,绿帮中号M192片,钻石会员,来自京东iPhone客户端,2016-05-26 13:45:40,一直信赖的卖家，是正品，比实体店便宜
,g***w,绿帮中号M192片,铜牌会员,来自微信购物,2016-06-21 13:02:07,很快很好！
天津,晰***1,绿帮小号S164片,金牌会员,来自京东iPhone客户端,2016-07-04 21:12:12,好
广东,高***1,干爽拉拉裤加大码XL72片,金牌会员,来自京东Android客户端,2016-07-03 09:46:53,好用！以后就用帮宝适的了
